NO;TGL_KOMITE;COMPANY;NO_TENDER;GOODS/SERVICES;ITEM_NAME;HARGA_SEBELUMNYA _(RP);TAHUN_PEMBELIAN_SEBELUMNYA;Purpose_Request;LINK_EPROC;PIC;VENDOR;SUMMARY_KOMITE;HASIL_FOLLOW_UP;REMARKS;VOTE;Notes
57;2025-11-20;BAT;EPR/2509/00026;;PENGADAAN  HARD FOAM TAHAN API UNTUK SEAT COVER;RP 123,000 (EXC PPN);SEP 2025 (PT ASIA AERO);;;;;"Condition : kebutuhan dalam sebulan :
- Lion Air : 1.613
- Wings Air : 3.024
- Thai Lion : 2.903
- SAJ : 270
- Batik (Y Class) : 6.975
- Batik (C Class) : 744
Sample sudah dicek dan sertifikasinya sudah dicek

Follow Up :
1. Nego harga ke Subur menjadi 100.000/meter";"Pengajuan pembelian 15,528 meter hard foam tahan api untuk support seat cover All Lion Group, dengan total pembelian Rp. 1,809,788,400 (include PPn). Harga akan mengikat selama 6 bulan, pengiriman dan pembayaran bertahap setiap bulannya dengan total average per bulan Rp.301,631,400.

Proses di lakukan di vendor Subur Jaya, harga sudah di nego kembali, namun hanya sampai 105.000

contoh hardfoam lapisan di bawah kulit yang warna putih (terlampir)";#NAME?;;
58;2025-11-20;JT;EPR/2511/00081;;PENGADAAN PENGGANTIAN KURSI UNTUK STAFF FINANCE YANG SUDAH RUSAK;RP. 431.000;;;;;3 vendor : Singa Sakti Furnindo, Kevin Furniture, PT Pradipta Adiwangsa Utama Suksesindo (prefer Singa Sakti) - Singa Sakti adalah vendor lama selama 16 tahun dan kerjasama dengan Lion;"Condition : sudah banyak yang rusak, roda sudah lepas dan keset, busa kursi sudah gembus

Follow Up :
1. Cek harga PO Singa Sakti sebelumnya";"Sebelumnya juga PO dengan Singa Sakti dengan harga 431.000, sedang nego lagi karena sering beli kursi dan quantity lumayan banyak akhir-akhir ini

Done PO ke Singa Sakti";;;
59;2025-11-21;LEX;EPR/2511/00023;;EV CHARGING INFRASTRUCTURE DEVELOPMENT IN HALIM;;;;;;2 vendor : Cyberindo Aditama, PT Tri Energi Berkarya (previous supplier Tri Energi);"Condition : pengajuan baru, biaya sudah termasuk pemasangan EV Charger, Circuit Breaker, kabel, dan material lainnya, sudah PO 10 kendaraan, pengajuan 10 unit untuk 10 kendaraan, peletakan di parkir Lion Hub Parcel Halim

Dari Lion Parcel : dari pengajuan awal 10 unit, menjadi 5 unit setelah diskusi, permintaan bertahap

Follow Up :
1. Cek revisi permintaan jumlah unit
2. Confirm spec dari Cyberindo ke transport LEX (kalau dari Tri Energi sudah oke)";"1. Permintaan sudah direvisi menjadi 5 unit
2. Spec yang digunakan yang dari vendor Tri Energi

Sebelumnya pengajuan 10 unit dan udh revisi menjadi 5 unit. Tapi, sekarang revisi lagi ke 10 unit karena saran dari Pak KK. Penambahan KWH 66KVA karena listrik yang terpasang di LP Halim tidak cukup dan ada disc 50% yang seharusnya 80.000.000 (dan akan langsung dibayar ke PLN) - Sudah oke dari Ibu

Nama File : ""EPR-2511-00023 - Penambahan pemasangan KWH meter serta pemasangan charger menjadi 10 Unit""";#NAME?;CONFIRMED;
60;2025-11-21;ASSB;EPR/2511/00003;;PENGADAAN FLEXI GLASS;;;;;;2 vendor : Mahkota Mandiri Pradana, Citra Sembilansatu;"Condition : pengajuan baru/belum pernah ada, untuk di CGK, untuk mengurangi radiasi dari X-Ray, permintaan 10 unit karena X-Ray yang sering dipakai ada 10

Follow Up :
1. Cek harga pasaran (bukan harga perusahaan) - for Ko David/Tim Audit
2. Ramli memang pembinanya, namun biasanya siapa yang approve selain dia?";"Pemenang tender venor Mahkota Mandiri dengan 1 unit x-ray (dipasang 1 in dan 1 out) 1 set untuk jalur masuk mesin x-ray kebutuhan ASSB CGK

Untuk xray sudah dicek dan ok untuk dibeli, pembelian 10 set sudah sesuai dengan standar bandara, foto terlampir

1. Sudah cek harga pasaran (9-10 juta untuk 1 set), lebih oke yang dari Ko Ernest (8,5 juta)
2. Pak Rudi Luming";#NAME?;;
61;2025-11-21;LG;EPR/2510/00416;;PENGADAAN BARANG CHEMICAL RUTIN 6 BULAN ( BMS A 18 );;;;;;3 vendor : Karya Bangun Sejahtera, CV Mumtazi Sharia, Amanah Kreasi Bersama;"Condition : merupakan barang rutin (terikat 6 bulan), terdapat 6 item (karbol, pembersih lantai, sabun cuci tangan, pembersih kaca, pembersih kerak, sabun cuci piring), Karya Bangun Sejahtera merupakan vendor baru

Follow Up :
1. Minta sample ke Karya Bangun Sejahtera untuk di-trial dulu oleh masing-masing GA tiap gedung";Vendor Karya Bangunan sudah kirim sample tanggal 26 Nov 2025, dan sudah coba contoh sabun cuci tangannya tapi bau wanginya jd spec beda, produk lain sedang dicoba juga, karena KBS ini vendor jual besi bukan barang-barang chemical jd spec kurang cocok;;;
62;2025-11-21;JT, ID, SAJ, IW;EPR/2511/00173;;PENGADAAN CETAKAN RUTIN;;;;;;6 vendor : Agung Fotocopy, M3 Printing, Sinar Abadi Cemerlang, Tatanan Elok Karya Asri (prefer Agung Fotocopy, namun sebelumnya dengan Sinar Abadi);"Condition : merupakan barang rutin (terikat 6 bulan), keterangan barang di excel terlampir, untuk 60 item total 2M, permintaan sudah untuk JT, ID, IW, IU. Sample vendor Bintoro sudah diterima

Follow Up :
1. PO ke vendor terendah (mix)
2. Di excel terlampir, tambahkan harga dari vendor";sudah melakukan nego juga namun harga sudah tidak ada diskon lagi, harga dari vendor sudah terlampir;#NAME?;;
63;2025-11-21;BAT;EPR/2510/00438;;PENGADAAN BOX STORE DAN PROPELER - BATAM;Rp                3,500,000 ;17-Sep-25;;;;3 vendor : PT Visi Vertikal Alliansi, PT Nara Tirta Abadi, Aiia Multi Anugerah;"Condition : boxnya khusus untuk propeller karena agar sesuai dengan bentuk barangnya dan jika untuk umum hanya bisa barang-barang kecil, digunakan untuk melakukan pengiriman ke out station

Follow Up :
1. Nego ke 3 juta
2. Saving costnya berapa? - for Ko David";"Memakai vendor Nara Tirta dan sudah dinego menjadi 3.000.000

Update per 12/12/2025, masih memakai vendor Nara Tirta dengan hasil nego:
- Harga awal : 3.500.000
- Harga setelah nego : 2.850.000 (diskon 650.000)

Notes:
- adanya perbedaan price dikarenakan harga triblok di JKT dan Batam berbeda, di BTH sedikit lebih tinggi dengan kualitas plywood Pekanbaru dengan bahan yang padu
- untuk price jakarta include pengiriman ke lokasi ekspidisi, estimasi sekitar 1.600.000 per unit + ppn menjadi total 62.160.000
- lewat container, biaya pengiriman cargo container estimasi 38.000.000 + 62.160.000 = 100.160.000";#NAME?;;
64;2025-11-21;BAT;EPR/2509/00102;;PENGADAAN BAN SCISSOR LIFT GSE BATAM;BELUM PERNAH BELI ;BELUM ADA PENGADAAN UNTUK BAN SCISSOR SEBELUM NYA;;;;2 vendor : PT Indo Teknik Energi, Yorin Parama Jaya (prefer indo teknik);"Condition : belum pernah ada pembelian, untuk pemakaian scissor sudah hampir tahun dan biasanya exp 3 tahun, beli langsung di China karena belum ada distributornya disini

Follow Up :
1. Nego ke vendor di Batam (Indo Teknik)
2. Minta garansi ke Tim-nya
3. Crosscheck harga ban ke Zoomlion";"Hasil nego dengan PT Indo Teknik : diskon 525.000 untuk ban velg+scissor dan diskon 150.000 untuk ban scissor
- Harga awal : 5.500.000 & 6.000.000
- Harga setelah nego : 4.975.000 & 5.850.000";;;
65;2025-11-21;BAT;EPR/2511/00114;;PENGADAAN X-RAY DUAL VIEW UNTUK HANGAR BATAM;BELUM PERNAH BELI ;KOMITE ULANG ;;;;4 vendor : PT Senjaya Solusi Sekurindo, PT Mysurv Penta Benua, Kreativa Citra Lestari, Citra Sembilansatu (prefer PT Senjaya Solusi);"Condition : untuk security point, untuk pengecekan barang staff, ukurannya lebih kecil seperti di mall, garansi 2 tahun

Follow Up :
1. Tanyakan extended warranty oleh Purchasing
2. Pembelian yang unit second
3. Cek mesin rekondisi di tim ASSB/Cargo untuk konfirmasi pada saat pengecekan
4. Minta garansi lebih dari 2 tahun, jika bisa";"1. Garansi masih 2 tahun
3. Mesin xray sudah dilakukan pengecekan dengan faskampen dari ASSB, mesin tersebut belum pernah dioperasikan untuk operasional dan belum pernah bersertifikat DIRKAMPEN, selama ini mereka hanya pergunakan untuk demo unit di gudang vendor, adapun tahun pembuatan mesin xray tersebut 2021 dan untuk generator mereka sudah ganti menjadi tahun 2025
3. PIC ASSB yang bisa cek sudah resign, untuk extended garansi tidak bisa diperpanjang, akan tetapi vendor menawarkan kontrak service/maintenance
4. Ko Ernest sudah nego dan normalnya hanya dikasih 1 tahun oleh vendornya. Jadi, 2 tahun ini sudah ditambahin extra 1 tahun oleh vendor Senjaya";#NAME?;;
66;2025-11-21;BAT;EPR/2510/00421;;PENGADAAN POSTER UNTUK SERTIFIKASI ISO 27001 (HANGAR BATAM);BELUM PERNAH BELI;BELUM ADA PENGADAAN UNTUK SEBELUM NYA;;;;3 vendor : PT Tria Warna Kreasi, PT Media Printer Indonesia, PT Iwinstore Sukses Jaya;"Condition : permintaan 110 pcs untuk poster dan bingkainya, untuk poster ISMS (permintaan dari IT BTH) untuk dipasang tiap office & keramaian dan merupakan saran dari Auditor ISO

Follow Up :
1. PO ke vendor terendah";PO ke vendor terendah (mix vendor Tria dan Media Printer);;;
67;2025-11-21;SL;EPR/2511/00004;;Toyota Pickup Truck Hilux Revo Double Cab (A/T), Smart Cab (A/T), (Single Cab) (A/T);Double Cab (A/T) = 688,000 THB exclude interest and manual gear, Single Cab (A/T) = 559,800 THB excl. interest & manual gear;2024;;;;4 vendor;"Condition : pembelian terakhir di Toyota Krung Thai, untuk support engineering, mengantar sparepart, kondisi saat ini adanya increase flight dalam waktu bersamaan, butuh 2 cab karena untuk bawa staff lebih banyak, ada perbedaan antara di thailand dan indo, di thailand harus menunggu taxi out dan staff tidak bisa kembali walking

Follow Up : 
1. Kirimkan detail alasan kebutuhannya, justifikasi kuantitasnya dari Pak Gading
2. Nego ke dealer terendah
3. Apakah harganya sudah benar?";Menunggu konfirmasi rate leasing dari bank;To support Engineering Department operations, including flight support tasks, on-site technical inspections, and transportation of engineering staff.;;
68;2025-11-21;SL;EPR/2511/00005;;Printing - Found Property Report and Letter of Indemnity Form;Found property report = 30 THB, indemnity form = 125 THB;2020;;;;;"Condition : print hitam putih, merupakan barang rutin (terikat 6 bulan) for all stations, biasanya kebutuhan per bulan tidak sampai 100 quantity dan pemesanan 500/6 bulan, 300 lembar dalam 1 buku, bahan ini juga digunakan oleh pihak JT, indemnity form untuk health problems of passengers

Follow Up :
1. PO ke vendor terendah
2. Apakah harga vendor Chanvatana bisa dinego dan pembelian dibulk dengan Simulator Book?
3. Cek kertas NCR";Proses pengajuan vote komite;used to record detailed information about found items so that the airline can contact the owner and return the property in an organized and proper manner.;;
69;2025-11-21;SL;EPR/2511/00006;;IT equipment - Brother DCP1610W;4,530 THB;2025;;;;4 vendor : D-Kan Company Limited, 2 tulisan thailand, Elife Systems Co. Ltd. (harga terendah di D-Kan);"Condition : printer dengan guarantee dari vendor D-Kan 2 tahun, D-Kan merupakan vendor baru, dengan spesifikasi interface-USB/WIFi, resolutions up to 2400x600 dpi

Follow Up :
1. PO ke vendor termurah";Proses pengajuan vote komite;For TST station new separated offices and location. So that the Engineering and Store Room also separated office then to accommodate and support their work task, ;;
70;2025-11-21;SL;EPR/2511/00009;;Office Equipment -  PVC Card size 0.76 mm. // white;4.50 THB;2025;;;;3 vendor : EOS Card Technology Company Limited, Udomphan Paper Co., Ltd., V.K. Executive Company Limited (prefer EOSCard);"Condition : merupakan permintaan dari HRD SL, sebelumnya pembelian dengan EOS Card, dipergunakan untuk ID Card, harga melebihi pembelian sebelumnya - 4.5 menjadi 5 baht

Follow Up :
1. Nego menjadi 4.5 baht (sama dengan harga lama)";Proses nego;Print new ID card - Renew staffs ID, Air crew license ;;
71;2025-11-21;SL;EPR/2511/00010;;IT equipment -  Monitor 23.8'' LENOVO L24-4E (IPS, VGA, HDMI) 100Hz. ;2,750 THB (Jakarta price : 1.417.000);2025;;;;4 vendor : D-Kan Company Limited, 2 tulisan thailand, Nimble Corporation Company Limited (harga terendah di D-Kan);"Condition : dengan quantitty 24 ea, dilampirkan nama2 yang menerima monitor

Follow Up :
1. Nego harga menjadi 1 juta (tidak bisa lebih dari 1 juta)";Proses nego;Monitor 24 ea. for Maintenance & Engineering staffs, Due to user need spec higher quality ;;
72;2025-11-21;SL;EPR/2511/00014;;Printing - Simulator logbook 100 book;128 THB;2021;;;;5 vendor : Chanvatana Printing Limited Partnership, HTP Press Co. Ltd., Season Group Co. Ltd., S.P Thai Press Co. Ltd, (tulisan thailand);"Condition : butuh 100 book dengan size A4, detail material paper carton

Follow Up :
1. Minta sample Chanvatana
2. Apakah harga Chanvatana untuk Indemnity form bisa diturunkan agar dapat pembelian bulk? karena permintaan keduanya 100 book";Proses nego;For recording defects, malfunctions, maintenance and information relevant to safety.;;
73;2025-11-21;JT;EPR/2511/00079;;PAYUNG GOLF ORANGE - LOGO LION GRUP  ( PEMBELIAN TAHAP 5 );RP. 60.000;2025;;;;5 vendor : Toko Evelin Shop, RInawa Maju Jaya, Pettrust Co, Pt Triguna Garda Sejahtera, Ingram Indonesia Jaya (prefer Toko Evelin Shop);"Condition : request category non-rutin, permintaan oleh tim Pak Wildan, tim Pak Wildan akan distribusikan barangnya, yang request dari timnya hanya 1 PIC saja, sebelumnya request per 3 bulan untuk all station

Follow Up :
1. Cek apakah request untuk barang rutin/adanya pergantian?
2. PO ke vendor termurah
3. Minta sample Rinawa";"1. Merupakan permintaan setiap tahun, ini sudah permintaan tahap ke 5 karena stock sudah menipis dan musim hujan
2. PO ke vendor Evelin karena harga lebih murah (Rp. 60.000)
3. Untuk sample Rinawa belum dibuat karena harga lebih mahal Rp.105.000/bh, jika harga cocok baru Rinawa mau membuatkan samplenya
4. Sample evelyn sedang dikirimkan ke Pettrust untuk cek bahan dan harga (25 Nov)";;;
74;2025-11-25;BAT;EPR/2509/00063;;PENGADAAN PAGAR PENGAMAN JALAN (BELAKANG HANGAR G);;;;;;4 vendor : PT Visi Vertikal Alliansi, PT Gandri Mitra Sukses, PT Nara Tirta Abadi, Aiia Multi Anugerah;"Condition : pengajuan baru, sebelumnya di BTH belum ada, dibutuhkan 544 meter, untuk proteksi pengamanan jalan, jalur kiri menjadi jalan 2 arah, terdapat 3 tikungan

Follow Up :
1. Dahulukan pengajuan untuk pagar di tikungan & bahu jalan
2. Cek mobilitas dan ukuran busnya (oleh Ko David)
3. Cek kebutuhan pagarnya (oleh Ko David)";masih dihold;;;
75;2025-11-25;BAT;EPR/2511/00031;;PENGADAAN BAN LUAR PUSHBACK DI HANGAR BATAM;;;;;;4 vendor;"Follow Up :
1. Nego ke vendor batam (GT Auto)";"Notes : Khusus BTH, pembelian tidak dilakukan oleh Pusat, karena sparepart GSE dikirim ke BTH sulit sebab butuh proses approval pengiriman dari 
direksi, pimpinan exim dan pengecekan external oleh Bea Cukai, Sehingga Tim GSE CGK menyarankan untuk pembelian sparepart DG maupun 
Non DG dilakukan di local BTH

1. Sudah dilakukan nego dan gabungan dengan EPR/2510/00440 mendapat harga:
- Total : 41.600.000
- Disc : 1.160.000
- Harga setelah nego : 40.440.000 (ppn 0)";;CONFIRMED;
76;2025-11-25;BAT;EPR/2511/00096;;PENGADAAN PAD SANDER, BACKING PAD DAN SELANG ANGIN UNTUK HANGAR BATAM;;;;;;5 vendor;"Condition : untuk support tim painting di hangar batam, harga naik, sebelumnya around 280, permintaan hanya 50 & 30 ea

Follow Up :
1. Minta buka di JKT dan compare
2. Buka tender untuk vendor Jakarta";"di vote, jadinya pake vendor kapulaga & sdh ada hasil nego, barang ready&memiliki COFC, payment term 30 hari

Ini kyknya ke skip sm Fadjri yah
Jadi dia nego ke vendor Kapulaga yg sebelumnya ke Han Indo
Nanti kita buka tendernya lagi dulu yah Tiff biar vendor jkt join";;;
77;2025-11-25;BAT;EPR/2511/00093;;PENGADAAN TAPE BROWN & CLEAR, PLASTIK BUBLE, WRAPING HITAM DAN PUTIH UNTUK BATAM;;;;;;3 vendor : Golden Tirta Radhika, Poh Kin Indonesia, PT Salam Jaya Lestari;"Condition : untuk plastik bubble harga di Jakarta 67.800 dan di BTH 200.000 karena di BTH lebih panjang 42 meter, barang rutin 3 bulan, untuk safety packaging ke out station, vendor sebelumnya di Salam Jaya

Follow Up :
1. Cek ukuran asli plastik bubble
2. Spesifikasi plastik BTH samakan dengan JKT (jika harga JKT lebih worth it, tinggal sesuaikan ongkir)
3. Untuk Tape packing, lihat total beserta ongkir dan compare total dengan Sinar 633& rekap selisih biayanya berapa di BTH";sedang dimintakan ke purchasing BTH untuk membuat rekap komparenya dulu;;;
78;2025-11-25;BAT;EPR/2510/00440;;PENGADAAN BAN LUAR KENDARAAN OPERASIONAL DAN EQUIPMENT HANGAR BATAM;;;;;;2 vendor : GT Auto Batam, Saputra Ban;"Condition : permintaan sebanyak 4 unit, untuk mengganti ban mobil Hilux, Innova, dan Avanza

Follow Up :
1. Nego supaya harga sama dengan harga sebelumnya dan mendekati harga di Jakarta";"Untuk pengajuan sebelumnya price Rp. 40.584.000 karena mengikuti harga price di Batam (langsung dari GT/Gajah Tunggal). Untuk sekarang tetap brand GT, tetapi pengadaan dari JKT (pusat) dan akan dikirim ke BTH, harga lebih murah selisih Rp. 5.044.000 (pake vendor Yorin). Term payment 30 days

Notes : Khusus BTH, pembelian tidak dilakukan oleh Pusat, karena sparepart GSE dikirim ke BTH sulit sebab butuh proses approval pengiriman dari 
direksi, pimpinan exim dan pengecekan external oleh Bea Cukai, Sehingga Tim GSE CGK menyarankan untuk pembelian sparepart DG maupun 
Non DG dilakukan di local BTH

1. Sudah tidak bisa kurang lagi. Sudah dinego 2x dan vendor BTH itu juga sudah principal (main distributor). Karena infonya mereka juga ambil barang dr JKT. 
Fyi kalo kita ambil dr vendor JKT, biaya kontainer JKT-BTH uk.40ft sekitar 30 jt an.";;CONFIRMED;
79;2025-11-25;GSE;EPR/2510/00178;;PENGADAAN RUTIN - BESI UTK MAINTENANCE UNIT GSE CGK;EXCEL;;;;;3 vendor : Karya Bangun Sejahtera, Jide Tataruka Niaga, Golden Tirta Radhika;"Condition : untuk kebutuhan material rekondisi gerobak (BCC), harga sudah mengikat 6 bulan, merupakan modifikasi dari gerobak sebelumnya untuk menghindari kejatuhan cargo sehingga diberikan tambahan besi hollow 6 meter pada kerangkanya, vendor untuk Plat Strip (Karya Bangun Sejahtera) memberikan diskon 16.000

Follow Up :
1. Nego dengan KBS dan Jide (mix)
2. Minta sample dari vendor Jide
3. Cek apakah Jide bisa potong besi hollow yang dibutuhkan";"masih menunggu konfirmasi dari vendor terkait sertifikat SNI

1. Sudah nego ke Jide, namun harga tetap lebih mahal dari Sahabat Baja utk besi hollownya. Sahabat Baja distributor langsung besi hollow, sedangkan Jide seperti broker yang ambil lg ke deistributor sehingga harga lebih mahal
2. Tidak jadi pakai Jide
3. Tidak jadi pakai Jide
4. Mix ke vendor KBJ & Sahabat Jaya (KBJ tidak diskon lagi, Sahabat Jaya ada diskon)";#NAME?;;
80;2025-11-25;GSE;EPR/2511/00045;;PENGADAAN RUTIN - CAT, THINER, MATERIAL UTK BEAUTIFIKASI UNIT GSE CGK;EXCEL;;;;;3 vendor;"Condition : untuk rekondisi gerobak, hanya memiliki surat jalan, tidak ada sertifikat resmi (SNI)

Follow Up :
1. Cek data GSE yang dikirim apakah harga sudah benar (oleh Tim Audit)
2. Minta provide ke vendor untuk surat jalan dan sertifikat resmi
3. Minta diskon tambahan ke KBS";"finalnya ke KBS (hrg terendah) dan sudah dilakukan nego, dan baru mau PO jadi belum ada SJ nya.
Utk pembelian cat dan material lainnya tidak membutuhkan requirement sertifikat.";;;
81;2025-11-25;GSE;EPR/2509/00042;;PENGADAAN PART CABLE HANDRBRAKE & HANDBRAKE CGK & DISTRIK;EXCEL;;;;;3 vendor;"Condition : sudah dikomitekan sebelumnya dan masih dengan vendor yang sama, sudah dilakukan pengaplikasian di unit dan hasil sudah baik, untuk ketahanannya masih dianalisa, pembelian secara bertahap, harga sama dengan sebelumnya (6 juta per unit)

Follow Up :
1. Jika ada harga naik, mohon tim Purchasing memberikan informasi ke WA Group
2. Trial repair BTT (cek berapa lama)
3. PO ke harga terendah";"akan diajukan bersamaan tender besi apabla sudah mendapat konfirmasi

Berikut harga yang sudah dicompare dan nego (terlampir foto)

Sudah ditrial hampir 1 bulan dan hasilnya Ok, ini sudah belikan jg bertahap per 10 bh dulu untuk dicoba lg oleh team GSE";SEBELUMNYA BULAN SEP 2025 SUDAH BELI 2 SET UTK TRIAL, HASIL BAIK DAN USER MINTA DIBELIKAN SISANYA;;
82;2025-11-26;GSE;EPR/2507/00069;;PERBAIKAN BOOMLIFT, SCICORS LIFT BTH;EXCEL;2024;;;;2 vendor : PT Probesco, PT Raja Reman Solusi;"Condition : sudah pernah dikomitekan sebelumnya, untuk Boom Lift dengan 2 scissor mencapai 580 juta, dikerjakan bertahap dengan 3 plan, jika plan 1 tidak berhasil akan diteruskan ke plan 2-3, diberikan 3 plan karena kerusakannya sudah mati total sehingga sulit diketahui masalah akarnya dimana, namun diberikan jaminan warranty 6 bulan

Historical : pernah ada kerusakan di tahun 2003 namun vendor lain mundur, di tahun 2024 ada 14 pengerjaan dan sudah clear, namun tidak mengarah ke elektrikal silindir, jika beli Boom Lift baru bisa mencapai 1,6 Miliar

Biaya :
- Quotation 1 = sudah clear (2024) - 380 juta
- Quotation 2 = pengajuan saat ini - 360 juta

Follow Up :
1. Nego warranty dari 6 bulan menjadi 2 tahun ke Probesco
2. Cari vendor lain";sedang konfirmasi untuk meeting dengan vendor Probesco;"Gambar di samping merupakan quotation manual utk waste paper karena vendor blm join eproc :
The price exclude vat7% is 19.16
The price include vat7% is 20.5";;
